CountryCode,SeriesCode,DESCRIPTION
"MYS","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MYS","SG.POP.MIGR.FE.ZS","Including Sabah and Sarawak. Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak."
"MYS","SP.DYN.TO65.FE.ZS","Including Sabah and Sarawak."
"MYS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MYS","SP.DYN.TO65.MA.ZS","Including Sabah and Sarawak."
"MYS","SP.POP.0014.TO.ZS","Including Sabah and Sarawak."
"MYS","SP.POP.1564.TO.ZS","Including Sabah and Sarawak."
"MYS","SP.POP.AG00.FE.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG00.MA.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG01.FE.IN","Including Sabah and Sarawak."
"MYS","IT.NET.USER.ZS","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC)."
"MYS","SP.POP.AG01.MA.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG02.FE.IN","Including Sabah and Sarawak."
"MYS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MYS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MYS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Sabah and Sarawak."
"MYS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MYS","SP.POP.TOTL.FE.ZS","Including Sabah and Sarawak."
"MYS","SP.POP.BRTH.MF","Including Sabah and Sarawak."
"MYS","SP.POP.AG05.MA.IN","Including Sabah and Sarawak."
"MYS","SP.POP.65UP.TO.ZS","Including Sabah and Sarawak."
"MYS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Sabah and Sarawak."
"MYS","SP.POP.AG05.FE.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG04.MA.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG04.FE.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG03.MA.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG03.FE.IN","Including Sabah and Sarawak."
"MYS","SP.POP.AG02.MA.IN","Including Sabah and Sarawak."
"MYS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MYS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NAC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"NAC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"NAM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NAM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NAM","IT.NET.USER.ZS","Telecom Namibia. From 2002: Namibian Communications Commission (NCC)."
"NAM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"NAM","SG.GEN.PARL.ZS","The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005."
"NAM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NAM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NCL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NCL","IT.NET.USER.ZS","Office des Postes et des Télécommunications (OPT)."
"NCL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"NCL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NCL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NER","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NER","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NER","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"NER","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NER","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NER","IT.NET.USER.ZS","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique."
"NER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NGA","IT.NET.USER.ZS","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC)."
"NGA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"NGA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NIC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NIC","IT.NET.USER.ZS","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR)."
"NIC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"NIC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NIC","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NIC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NIC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NIC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NIC","SH.STA.MMRT","Nicaragua has reported forthcoming data to the UN MMEIG; should this data affect the current estimates, the UN MMEIG report will be updated accordingly. Nicaragua continues to strengthen its health information system and has adopted the Búsqueda intencionada y reclasificación de muertes maternas (BIRMM) which may allow for future classification as a specialized study on maternal mortality to improve the country’s estimates."
"NIC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NIC","SH.MMR.RISK.ZS","Nicaragua has reported forthcoming data to the UN MMEIG; should this data affect the current estimates, the UN MMEIG report will be updated accordingly. Nicaragua continues to strengthen its health information system and has adopted the Búsqueda intencionada y reclasificación de muertes maternas (BIRMM) which may allow for future classification as a specialized study on maternal mortality to improve the country’s estimates."
"NIC","SH.MMR.RISK","Nicaragua has reported forthcoming data to the UN MMEIG; should this data affect the current estimates, the UN MMEIG report will be updated accordingly. Nicaragua continues to strengthen its health information system and has adopted the Búsqueda intencionada y reclasificación de muertes maternas (BIRMM) which may allow for future classification as a specialized study on maternal mortality to improve the country’s estimates."
"NIC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NIC","SH.MMR.DTHS","Nicaragua has reported forthcoming data to the UN MMEIG; should this data affect the current estimates, the UN MMEIG report will be updated accordingly. Nicaragua continues to strengthen its health information system and has adopted the Búsqueda intencionada y reclasificación de muertes maternas (BIRMM) which may allow for future classification as a specialized study on maternal mortality to improve the country’s estimates."
"NIC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NLD","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Netherlands"
"NLD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA)."
"NLD","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NLD","SP.POP.TOTL","Data source: Eurostat, Statistics Netherlands"
"NLD","SP.DYN.CBRT.IN","Data source: Eurostat"
"NLD","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NLD","SP.DYN.CDRT.IN","Data source: Eurostat"
"NLD","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NLD","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Netherlands"
"NLD","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Netherlands"
"NOR","SG.POP.MIGR.FE.ZS","Including Svalbard and Jan Mayen Islands. Estimates were derived from data on the foreign-born population."
"NOR","SP.POP.AG04.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG02.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.TOTL","Data source: Eurostat, Statistics Norway"
"NOR","SP.DYN.CBRT.IN","Data source: Eurostat"
"NOR","SP.POP.AG03.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG02.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG01.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG01.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Norway"
"NOR","SH.MMR.LEVE","Paid parental leave is available"
"NOR","SP.DYN.TO65.FE.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.BRTH.MF","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NOR","SP.POP.AG05.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.TO65.MA.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG05.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG00.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.POP.AG04.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Norway"
"NOR","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Norway"
"NOR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NOR","SP.POP.AG03.MA.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NOR","SP.POP.AG00.FE.IN","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.CDRT.IN","Data source: Eurostat"
"NPL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NPL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NPL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
